final_row_index_0_based,interval_id,model_family,run_version,interval_number,start_round,end_round
376,GPT-4o-mini__V1__I077,GPT-4o-mini,V1,77,761,770
377,GPT-4o-mini__V1__I078,GPT-4o-mini,V1,78,771,780
378,GPT-4o-mini__V1__I079,GPT-4o-mini,V1,79,781,790
379,GPT-4o-mini__V1__I080,GPT-4o-mini,V1,80,791,800
380,GPT-4o-mini__V1__I081,GPT-4o-mini,V1,81,801,810
381,GPT-4o-mini__V1__I082,GPT-4o-mini,V1,82,811,820
382,GPT-4o-mini__V1__I083,GPT-4o-mini,V1,83,821,830
383,GPT-4o-mini__V1__I084,GPT-4o-mini,V1,84,831,840
384,GPT-4o-mini__V1__I085,GPT-4o-mini,V1,85,841,850
385,GPT-4o-mini__V1__I086,GPT-4o-mini,V1,86,851,860
386,GPT-4o-mini__V1__I087,GPT-4o-mini,V1,87,861,870
387,GPT-4o-mini__V1__I088,GPT-4o-mini,V1,88,871,880
388,GPT-4o-mini__V1__I089,GPT-4o-mini,V1,89,881,890
389,GPT-4o-mini__V1__I090,GPT-4o-mini,V1,90,891,900
390,GPT-4o-mini__V1__I091,GPT-4o-mini,V1,91,901,910
391,GPT-4o-mini__V1__I092,GPT-4o-mini,V1,92,911,920
392,GPT-4o-mini__V1__I093,GPT-4o-mini,V1,93,921,930
393,GPT-4o-mini__V1__I094,GPT-4o-mini,V1,94,931,940
394,GPT-4o-mini__V1__I095,GPT-4o-mini,V1,95,941,950
395,GPT-4o-mini__V1__I096,GPT-4o-mini,V1,96,951,960
396,GPT-4o-mini__V1__I097,GPT-4o-mini,V1,97,961,970
397,GPT-4o-mini__V1__I098,GPT-4o-mini,V1,98,971,980
398,GPT-4o-mini__V1__I099,GPT-4o-mini,V1,99,981,990
399,GPT-4o-mini__V1__I100,GPT-4o-mini,V1,100,991,1000
400,GPT-4o-mini__V2__I001,GPT-4o-mini,V2,1,1,10
401,GPT-4o-mini__V2__I002,GPT-4o-mini,V2,2,11,20
402,GPT-4o-mini__V2__I003,GPT-4o-mini,V2,3,21,30
403,GPT-4o-mini__V2__I004,GPT-4o-mini,V2,4,31,40
404,GPT-4o-mini__V2__I005,GPT-4o-mini,V2,5,41,50
405,GPT-4o-mini__V2__I006,GPT-4o-mini,V2,6,51,60
406,GPT-4o-mini__V2__I007,GPT-4o-mini,V2,7,61,70
407,GPT-4o-mini__V2__I008,GPT-4o-mini,V2,8,71,80
408,GPT-4o-mini__V2__I009,GPT-4o-mini,V2,9,81,90
409,GPT-4o-mini__V2__I010,GPT-4o-mini,V2,10,91,100
410,GPT-4o-mini__V2__I011,GPT-4o-mini,V2,11,101,110
411,GPT-4o-mini__V2__I012,GPT-4o-mini,V2,12,111,120
412,GPT-4o-mini__V2__I013,GPT-4o-mini,V2,13,121,130
413,GPT-4o-mini__V2__I014,GPT-4o-mini,V2,14,131,140
414,GPT-4o-mini__V2__I015,GPT-4o-mini,V2,15,141,150
415,GPT-4o-mini__V2__I016,GPT-4o-mini,V2,16,151,160
416,GPT-4o-mini__V2__I017,GPT-4o-mini,V2,17,161,170
417,GPT-4o-mini__V2__I018,GPT-4o-mini,V2,18,171,180
418,GPT-4o-mini__V2__I019,GPT-4o-mini,V2,19,181,190
419,GPT-4o-mini__V2__I020,GPT-4o-mini,V2,20,191,200
420,GPT-4o-mini__V2__I021,GPT-4o-mini,V2,21,201,210
421,GPT-4o-mini__V2__I022,GPT-4o-mini,V2,22,211,220
422,GPT-4o-mini__V2__I023,GPT-4o-mini,V2,23,221,230
423,GPT-4o-mini__V2__I024,GPT-4o-mini,V2,24,231,240
424,GPT-4o-mini__V2__I025,GPT-4o-mini,V2,25,241,250
425,GPT-4o-mini__V2__I026,GPT-4o-mini,V2,26,251,260
426,GPT-4o-mini__V2__I027,GPT-4o-mini,V2,27,261,270
427,GPT-4o-mini__V2__I028,GPT-4o-mini,V2,28,271,280
428,GPT-4o-mini__V2__I029,GPT-4o-mini,V2,29,281,290
429,GPT-4o-mini__V2__I030,GPT-4o-mini,V2,30,291,300
430,GPT-4o-mini__V2__I031,GPT-4o-mini,V2,31,301,310
431,GPT-4o-mini__V2__I032,GPT-4o-mini,V2,32,311,320
432,GPT-4o-mini__V2__I033,GPT-4o-mini,V2,33,321,330
433,GPT-4o-mini__V2__I034,GPT-4o-mini,V2,34,331,340
434,GPT-4o-mini__V2__I035,GPT-4o-mini,V2,35,341,350
435,GPT-4o-mini__V2__I036,GPT-4o-mini,V2,36,351,360
436,GPT-4o-mini__V2__I037,GPT-4o-mini,V2,37,361,370
437,GPT-4o-mini__V2__I038,GPT-4o-mini,V2,38,371,380
438,GPT-4o-mini__V2__I039,GPT-4o-mini,V2,39,381,390
439,GPT-4o-mini__V2__I040,GPT-4o-mini,V2,40,391,400
440,GPT-4o-mini__V2__I041,GPT-4o-mini,V2,41,401,410
441,GPT-4o-mini__V2__I042,GPT-4o-mini,V2,42,411,420
442,GPT-4o-mini__V2__I043,GPT-4o-mini,V2,43,421,430
443,GPT-4o-mini__V2__I044,GPT-4o-mini,V2,44,431,440
444,GPT-4o-mini__V2__I045,GPT-4o-mini,V2,45,441,450
445,GPT-4o-mini__V2__I046,GPT-4o-mini,V2,46,451,460
446,GPT-4o-mini__V2__I047,GPT-4o-mini,V2,47,461,470
447,GPT-4o-mini__V2__I048,GPT-4o-mini,V2,48,471,480
448,GPT-4o-mini__V2__I049,GPT-4o-mini,V2,49,481,490
449,GPT-4o-mini__V2__I050,GPT-4o-mini,V2,50,491,500
450,GPT-4o-mini__V2__I051,GPT-4o-mini,V2,51,501,510
451,GPT-4o-mini__V2__I052,GPT-4o-mini,V2,52,511,520
452,GPT-4o-mini__V2__I053,GPT-4o-mini,V2,53,521,530
453,GPT-4o-mini__V2__I054,GPT-4o-mini,V2,54,531,540
454,GPT-4o-mini__V2__I055,GPT-4o-mini,V2,55,541,550
455,GPT-4o-mini__V2__I056,GPT-4o-mini,V2,56,551,560
456,GPT-4o-mini__V2__I057,GPT-4o-mini,V2,57,561,570
457,GPT-4o-mini__V2__I058,GPT-4o-mini,V2,58,571,580
458,GPT-4o-mini__V2__I059,GPT-4o-mini,V2,59,581,590
459,GPT-4o-mini__V2__I060,GPT-4o-mini,V2,60,591,600
460,GPT-4o-mini__V2__I061,GPT-4o-mini,V2,61,601,610
461,GPT-4o-mini__V2__I062,GPT-4o-mini,V2,62,611,620
462,GPT-4o-mini__V2__I063,GPT-4o-mini,V2,63,621,630
463,GPT-4o-mini__V2__I064,GPT-4o-mini,V2,64,631,640
464,GPT-4o-mini__V2__I065,GPT-4o-mini,V2,65,641,650
465,GPT-4o-mini__V2__I066,GPT-4o-mini,V2,66,651,660
466,GPT-4o-mini__V2__I067,GPT-4o-mini,V2,67,661,670
467,GPT-4o-mini__V2__I068,GPT-4o-mini,V2,68,671,680
468,GPT-4o-mini__V2__I069,GPT-4o-mini,V2,69,681,690
469,GPT-4o-mini__V2__I070,GPT-4o-mini,V2,70,691,700
470,GPT-4o-mini__V2__I071,GPT-4o-mini,V2,71,701,710
471,GPT-4o-mini__V2__I072,GPT-4o-mini,V2,72,711,720
472,GPT-4o-mini__V2__I073,GPT-4o-mini,V2,73,721,730
473,GPT-4o-mini__V2__I074,GPT-4o-mini,V2,74,731,740
474,GPT-4o-mini__V2__I075,GPT-4o-mini,V2,75,741,750
475,GPT-4o-mini__V2__I076,GPT-4o-mini,V2,76,751,760
476,GPT-4o-mini__V2__I077,GPT-4o-mini,V2,77,761,770
477,GPT-4o-mini__V2__I078,GPT-4o-mini,V2,78,771,780
478,GPT-4o-mini__V2__I079,GPT-4o-mini,V2,79,781,790
479,GPT-4o-mini__V2__I080,GPT-4o-mini,V2,80,791,800
480,GPT-4o-mini__V2__I081,GPT-4o-mini,V2,81,801,810
481,GPT-4o-mini__V2__I082,GPT-4o-mini,V2,82,811,820
482,GPT-4o-mini__V2__I083,GPT-4o-mini,V2,83,821,830
483,GPT-4o-mini__V2__I084,GPT-4o-mini,V2,84,831,840
484,GPT-4o-mini__V2__I085,GPT-4o-mini,V2,85,841,850
485,GPT-4o-mini__V2__I086,GPT-4o-mini,V2,86,851,860
486,GPT-4o-mini__V2__I087,GPT-4o-mini,V2,87,861,870
487,GPT-4o-mini__V2__I088,GPT-4o-mini,V2,88,871,880
488,GPT-4o-mini__V2__I089,GPT-4o-mini,V2,89,881,890
489,GPT-4o-mini__V2__I090,GPT-4o-mini,V2,90,891,900
490,GPT-4o-mini__V2__I091,GPT-4o-mini,V2,91,901,910
491,GPT-4o-mini__V2__I092,GPT-4o-mini,V2,92,911,920
492,GPT-4o-mini__V2__I093,GPT-4o-mini,V2,93,921,930
493,GPT-4o-mini__V2__I094,GPT-4o-mini,V2,94,931,940
494,GPT-4o-mini__V2__I095,GPT-4o-mini,V2,95,941,950
495,GPT-4o-mini__V2__I096,GPT-4o-mini,V2,96,951,960
496,GPT-4o-mini__V2__I097,GPT-4o-mini,V2,97,961,970
497,GPT-4o-mini__V2__I098,GPT-4o-mini,V2,98,971,980
498,GPT-4o-mini__V2__I099,GPT-4o-mini,V2,99,981,990
499,GPT-4o-mini__V2__I100,GPT-4o-mini,V2,100,991,1000
500,GPT-4o-mini__V3__I001,GPT-4o-mini,V3,1,1,10
501,GPT-4o-mini__V3__I002,GPT-4o-mini,V3,2,11,20
502,GPT-4o-mini__V3__I003,GPT-4o-mini,V3,3,21,30
503,GPT-4o-mini__V3__I004,GPT-4o-mini,V3,4,31,40
504,GPT-4o-mini__V3__I005,GPT-4o-mini,V3,5,41,50
505,GPT-4o-mini__V3__I006,GPT-4o-mini,V3,6,51,60
506,GPT-4o-mini__V3__I007,GPT-4o-mini,V3,7,61,70
507,GPT-4o-mini__V3__I008,GPT-4o-mini,V3,8,71,80
508,GPT-4o-mini__V3__I009,GPT-4o-mini,V3,9,81,90
509,GPT-4o-mini__V3__I010,GPT-4o-mini,V3,10,91,100
510,GPT-4o-mini__V3__I011,GPT-4o-mini,V3,11,101,110
511,GPT-4o-mini__V3__I012,GPT-4o-mini,V3,12,111,120
512,GPT-4o-mini__V3__I013,GPT-4o-mini,V3,13,121,130
513,GPT-4o-mini__V3__I014,GPT-4o-mini,V3,14,131,140
514,GPT-4o-mini__V3__I015,GPT-4o-mini,V3,15,141,150
515,GPT-4o-mini__V3__I016,GPT-4o-mini,V3,16,151,160
516,GPT-4o-mini__V3__I017,GPT-4o-mini,V3,17,161,170
517,GPT-4o-mini__V3__I018,GPT-4o-mini,V3,18,171,180
518,GPT-4o-mini__V3__I019,GPT-4o-mini,V3,19,181,190
519,GPT-4o-mini__V3__I020,GPT-4o-mini,V3,20,191,200
520,GPT-4o-mini__V3__I021,GPT-4o-mini,V3,21,201,210
521,GPT-4o-mini__V3__I022,GPT-4o-mini,V3,22,211,220
522,GPT-4o-mini__V3__I023,GPT-4o-mini,V3,23,221,230
523,GPT-4o-mini__V3__I024,GPT-4o-mini,V3,24,231,240
524,GPT-4o-mini__V3__I025,GPT-4o-mini,V3,25,241,250
525,GPT-4o-mini__V3__I026,GPT-4o-mini,V3,26,251,260
526,GPT-4o-mini__V3__I027,GPT-4o-mini,V3,27,261,270
527,GPT-4o-mini__V3__I028,GPT-4o-mini,V3,28,271,280
528,GPT-4o-mini__V3__I029,GPT-4o-mini,V3,29,281,290
529,GPT-4o-mini__V3__I030,GPT-4o-mini,V3,30,291,300
530,GPT-4o-mini__V3__I031,GPT-4o-mini,V3,31,301,310
531,GPT-4o-mini__V3__I032,GPT-4o-mini,V3,32,311,320
532,GPT-4o-mini__V3__I033,GPT-4o-mini,V3,33,321,330
533,GPT-4o-mini__V3__I034,GPT-4o-mini,V3,34,331,340
534,GPT-4o-mini__V3__I035,GPT-4o-mini,V3,35,341,350
535,GPT-4o-mini__V3__I036,GPT-4o-mini,V3,36,351,360
536,GPT-4o-mini__V3__I037,GPT-4o-mini,V3,37,361,370
537,GPT-4o-mini__V3__I038,GPT-4o-mini,V3,38,371,380
538,GPT-4o-mini__V3__I039,GPT-4o-mini,V3,39,381,390
539,GPT-4o-mini__V3__I040,GPT-4o-mini,V3,40,391,400
540,GPT-4o-mini__V3__I041,GPT-4o-mini,V3,41,401,410
541,GPT-4o-mini__V3__I042,GPT-4o-mini,V3,42,411,420
542,GPT-4o-mini__V3__I043,GPT-4o-mini,V3,43,421,430
543,GPT-4o-mini__V3__I044,GPT-4o-mini,V3,44,431,440
544,GPT-4o-mini__V3__I045,GPT-4o-mini,V3,45,441,450
545,GPT-4o-mini__V3__I046,GPT-4o-mini,V3,46,451,460
546,GPT-4o-mini__V3__I047,GPT-4o-mini,V3,47,461,470
547,GPT-4o-mini__V3__I048,GPT-4o-mini,V3,48,471,480
548,GPT-4o-mini__V3__I049,GPT-4o-mini,V3,49,481,490
549,GPT-4o-mini__V3__I050,GPT-4o-mini,V3,50,491,500
550,GPT-4o-mini__V3__I051,GPT-4o-mini,V3,51,501,510
551,GPT-4o-mini__V3__I052,GPT-4o-mini,V3,52,511,520
552,GPT-4o-mini__V3__I053,GPT-4o-mini,V3,53,521,530
553,GPT-4o-mini__V3__I054,GPT-4o-mini,V3,54,531,540
554,GPT-4o-mini__V3__I055,GPT-4o-mini,V3,55,541,550
555,GPT-4o-mini__V3__I056,GPT-4o-mini,V3,56,551,560
556,GPT-4o-mini__V3__I057,GPT-4o-mini,V3,57,561,570
557,GPT-4o-mini__V3__I058,GPT-4o-mini,V3,58,571,580
558,GPT-4o-mini__V3__I059,GPT-4o-mini,V3,59,581,590
559,GPT-4o-mini__V3__I060,GPT-4o-mini,V3,60,591,600
560,GPT-4o-mini__V3__I061,GPT-4o-mini,V3,61,601,610
561,GPT-4o-mini__V3__I062,GPT-4o-mini,V3,62,611,620
562,GPT-4o-mini__V3__I063,GPT-4o-mini,V3,63,621,630
563,GPT-4o-mini__V3__I064,GPT-4o-mini,V3,64,631,640
564,GPT-4o-mini__V3__I065,GPT-4o-mini,V3,65,641,650
565,GPT-4o-mini__V3__I066,GPT-4o-mini,V3,66,651,660
566,GPT-4o-mini__V3__I067,GPT-4o-mini,V3,67,661,670
567,GPT-4o-mini__V3__I068,GPT-4o-mini,V3,68,671,680
568,GPT-4o-mini__V3__I069,GPT-4o-mini,V3,69,681,690
569,GPT-4o-mini__V3__I070,GPT-4o-mini,V3,70,691,700
570,GPT-4o-mini__V3__I071,GPT-4o-mini,V3,71,701,710
571,GPT-4o-mini__V3__I072,GPT-4o-mini,V3,72,711,720
572,GPT-4o-mini__V3__I073,GPT-4o-mini,V3,73,721,730
573,GPT-4o-mini__V3__I074,GPT-4o-mini,V3,74,731,740
574,GPT-4o-mini__V3__I075,GPT-4o-mini,V3,75,741,750
575,GPT-4o-mini__V3__I076,GPT-4o-mini,V3,76,751,760
576,GPT-4o-mini__V3__I077,GPT-4o-mini,V3,77,761,770
577,GPT-4o-mini__V3__I078,GPT-4o-mini,V3,78,771,780
578,GPT-4o-mini__V3__I079,GPT-4o-mini,V3,79,781,790
579,GPT-4o-mini__V3__I080,GPT-4o-mini,V3,80,791,800
580,GPT-4o-mini__V3__I081,GPT-4o-mini,V3,81,801,810
581,GPT-4o-mini__V3__I082,GPT-4o-mini,V3,82,811,820
582,GPT-4o-mini__V3__I083,GPT-4o-mini,V3,83,821,830
583,GPT-4o-mini__V3__I084,GPT-4o-mini,V3,84,831,840
584,GPT-4o-mini__V3__I085,GPT-4o-mini,V3,85,841,850
585,GPT-4o-mini__V3__I086,GPT-4o-mini,V3,86,851,860
586,GPT-4o-mini__V3__I087,GPT-4o-mini,V3,87,861,870
587,GPT-4o-mini__V3__I088,GPT-4o-mini,V3,88,871,880
588,GPT-4o-mini__V3__I089,GPT-4o-mini,V3,89,881,890
589,GPT-4o-mini__V3__I090,GPT-4o-mini,V3,90,891,900
590,GPT-4o-mini__V3__I091,GPT-4o-mini,V3,91,901,910
591,GPT-4o-mini__V3__I092,GPT-4o-mini,V3,92,911,920
592,GPT-4o-mini__V3__I093,GPT-4o-mini,V3,93,921,930
593,GPT-4o-mini__V3__I094,GPT-4o-mini,V3,94,931,940
594,GPT-4o-mini__V3__I095,GPT-4o-mini,V3,95,941,950
595,GPT-4o-mini__V3__I096,GPT-4o-mini,V3,96,951,960
596,GPT-4o-mini__V3__I097,GPT-4o-mini,V3,97,961,970
597,GPT-4o-mini__V3__I098,GPT-4o-mini,V3,98,971,980
598,GPT-4o-mini__V3__I099,GPT-4o-mini,V3,99,981,990
599,GPT-4o-mini__V3__I100,GPT-4o-mini,V3,100,991,1000
600,Phi-4__V1__I001,Phi-4,V1,1,1,10
601,Phi-4__V1__I002,Phi-4,V1,2,11,20
602,Phi-4__V1__I003,Phi-4,V1,3,21,30
603,Phi-4__V1__I004,Phi-4,V1,4,31,40
604,Phi-4__V1__I005,Phi-4,V1,5,41,50
605,Phi-4__V1__I006,Phi-4,V1,6,51,60
606,Phi-4__V1__I007,Phi-4,V1,7,61,70
607,Phi-4__V1__I008,Phi-4,V1,8,71,80
608,Phi-4__V1__I009,Phi-4,V1,9,81,90
609,Phi-4__V1__I010,Phi-4,V1,10,91,100
610,Phi-4__V1__I011,Phi-4,V1,11,101,110
611,Phi-4__V1__I012,Phi-4,V1,12,111,120
612,Phi-4__V1__I013,Phi-4,V1,13,121,130
613,Phi-4__V1__I014,Phi-4,V1,14,131,140
614,Phi-4__V1__I015,Phi-4,V1,15,141,150
615,Phi-4__V1__I016,Phi-4,V1,16,151,160
616,Phi-4__V1__I017,Phi-4,V1,17,161,170
617,Phi-4__V1__I018,Phi-4,V1,18,171,180
618,Phi-4__V1__I019,Phi-4,V1,19,181,190
619,Phi-4__V1__I020,Phi-4,V1,20,191,200
620,Phi-4__V1__I021,Phi-4,V1,21,201,210
621,Phi-4__V1__I022,Phi-4,V1,22,211,220
622,Phi-4__V1__I023,Phi-4,V1,23,221,230
623,Phi-4__V1__I024,Phi-4,V1,24,231,240
624,Phi-4__V1__I025,Phi-4,V1,25,241,250
625,Phi-4__V1__I026,Phi-4,V1,26,251,260
626,Phi-4__V1__I027,Phi-4,V1,27,261,270
627,Phi-4__V1__I028,Phi-4,V1,28,271,280
628,Phi-4__V1__I029,Phi-4,V1,29,281,290
629,Phi-4__V1__I030,Phi-4,V1,30,291,300
630,Phi-4__V1__I031,Phi-4,V1,31,301,310
631,Phi-4__V1__I032,Phi-4,V1,32,311,320
632,Phi-4__V1__I033,Phi-4,V1,33,321,330
633,Phi-4__V1__I034,Phi-4,V1,34,331,340
634,Phi-4__V1__I035,Phi-4,V1,35,341,350
635,Phi-4__V1__I036,Phi-4,V1,36,351,360
636,Phi-4__V1__I037,Phi-4,V1,37,361,370
637,Phi-4__V1__I038,Phi-4,V1,38,371,380
638,Phi-4__V1__I039,Phi-4,V1,39,381,390
639,Phi-4__V1__I040,Phi-4,V1,40,391,400
640,Phi-4__V1__I041,Phi-4,V1,41,401,410
641,Phi-4__V1__I042,Phi-4,V1,42,411,420
642,Phi-4__V1__I043,Phi-4,V1,43,421,430
643,Phi-4__V1__I044,Phi-4,V1,44,431,440
644,Phi-4__V1__I045,Phi-4,V1,45,441,450
645,Phi-4__V1__I046,Phi-4,V1,46,451,460
646,Phi-4__V1__I047,Phi-4,V1,47,461,470
647,Phi-4__V1__I048,Phi-4,V1,48,471,480
648,Phi-4__V1__I049,Phi-4,V1,49,481,490
649,Phi-4__V1__I050,Phi-4,V1,50,491,500
650,Phi-4__V1__I051,Phi-4,V1,51,501,510
651,Phi-4__V1__I052,Phi-4,V1,52,511,520
652,Phi-4__V1__I053,Phi-4,V1,53,521,530
653,Phi-4__V1__I054,Phi-4,V1,54,531,540
654,Phi-4__V1__I055,Phi-4,V1,55,541,550
655,Phi-4__V1__I056,Phi-4,V1,56,551,560
656,Phi-4__V1__I057,Phi-4,V1,57,561,570
657,Phi-4__V1__I058,Phi-4,V1,58,571,580
658,Phi-4__V1__I059,Phi-4,V1,59,581,590
659,Phi-4__V1__I060,Phi-4,V1,60,591,600
660,Phi-4__V1__I061,Phi-4,V1,61,601,610
661,Phi-4__V1__I062,Phi-4,V1,62,611,620
662,Phi-4__V1__I063,Phi-4,V1,63,621,630
663,Phi-4__V1__I064,Phi-4,V1,64,631,640
664,Phi-4__V1__I065,Phi-4,V1,65,641,650
665,Phi-4__V1__I066,Phi-4,V1,66,651,660
666,Phi-4__V1__I067,Phi-4,V1,67,661,670
667,Phi-4__V1__I068,Phi-4,V1,68,671,680
668,Phi-4__V1__I069,Phi-4,V1,69,681,690
669,Phi-4__V1__I070,Phi-4,V1,70,691,700
670,Phi-4__V1__I071,Phi-4,V1,71,701,710
671,Phi-4__V1__I072,Phi-4,V1,72,711,720
672,Phi-4__V1__I073,Phi-4,V1,73,721,730
673,Phi-4__V1__I074,Phi-4,V1,74,731,740
674,Phi-4__V1__I075,Phi-4,V1,75,741,750
675,Phi-4__V1__I076,Phi-4,V1,76,751,760
676,Phi-4__V1__I077,Phi-4,V1,77,761,770
677,Phi-4__V1__I078,Phi-4,V1,78,771,780
678,Phi-4__V1__I079,Phi-4,V1,79,781,790
679,Phi-4__V1__I080,Phi-4,V1,80,791,800
680,Phi-4__V1__I081,Phi-4,V1,81,801,810
681,Phi-4__V1__I082,Phi-4,V1,82,811,820
682,Phi-4__V1__I083,Phi-4,V1,83,821,830
683,Phi-4__V1__I084,Phi-4,V1,84,831,840
684,Phi-4__V1__I085,Phi-4,V1,85,841,850
685,Phi-4__V1__I086,Phi-4,V1,86,851,860
686,Phi-4__V1__I087,Phi-4,V1,87,861,870
687,Phi-4__V1__I088,Phi-4,V1,88,871,880
688,Phi-4__V1__I089,Phi-4,V1,89,881,890
689,Phi-4__V1__I090,Phi-4,V1,90,891,900
690,Phi-4__V1__I091,Phi-4,V1,91,901,910
691,Phi-4__V1__I092,Phi-4,V1,92,911,920
692,Phi-4__V1__I093,Phi-4,V1,93,921,930
693,Phi-4__V1__I094,Phi-4,V1,94,931,940
694,Phi-4__V1__I095,Phi-4,V1,95,941,950
695,Phi-4__V1__I096,Phi-4,V1,96,951,960
696,Phi-4__V1__I097,Phi-4,V1,97,961,970
697,Phi-4__V1__I098,Phi-4,V1,98,971,980
698,Phi-4__V1__I099,Phi-4,V1,99,981,990
699,Phi-4__V1__I100,Phi-4,V1,100,991,1000
700,Phi-4__V2__I001,Phi-4,V2,1,1,10
701,Phi-4__V2__I002,Phi-4,V2,2,11,20
702,Phi-4__V2__I003,Phi-4,V2,3,21,30
703,Phi-4__V2__I004,Phi-4,V2,4,31,40
704,Phi-4__V2__I005,Phi-4,V2,5,41,50
705,Phi-4__V2__I006,Phi-4,V2,6,51,60
706,Phi-4__V2__I007,Phi-4,V2,7,61,70
707,Phi-4__V2__I008,Phi-4,V2,8,71,80
708,Phi-4__V2__I009,Phi-4,V2,9,81,90
709,Phi-4__V2__I010,Phi-4,V2,10,91,100
710,Phi-4__V2__I011,Phi-4,V2,11,101,110
711,Phi-4__V2__I012,Phi-4,V2,12,111,120
712,Phi-4__V2__I013,Phi-4,V2,13,121,130
713,Phi-4__V2__I014,Phi-4,V2,14,131,140
714,Phi-4__V2__I015,Phi-4,V2,15,141,150
715,Phi-4__V2__I016,Phi-4,V2,16,151,160
716,Phi-4__V2__I017,Phi-4,V2,17,161,170
717,Phi-4__V2__I018,Phi-4,V2,18,171,180
718,Phi-4__V2__I019,Phi-4,V2,19,181,190
719,Phi-4__V2__I020,Phi-4,V2,20,191,200
720,Phi-4__V2__I021,Phi-4,V2,21,201,210
721,Phi-4__V2__I022,Phi-4,V2,22,211,220
722,Phi-4__V2__I023,Phi-4,V2,23,221,230
723,Phi-4__V2__I024,Phi-4,V2,24,231,240
724,Phi-4__V2__I025,Phi-4,V2,25,241,250
725,Phi-4__V2__I026,Phi-4,V2,26,251,260
726,Phi-4__V2__I027,Phi-4,V2,27,261,270
727,Phi-4__V2__I028,Phi-4,V2,28,271,280
728,Phi-4__V2__I029,Phi-4,V2,29,281,290
729,Phi-4__V2__I030,Phi-4,V2,30,291,300
730,Phi-4__V2__I031,Phi-4,V2,31,301,310
731,Phi-4__V2__I032,Phi-4,V2,32,311,320
732,Phi-4__V2__I033,Phi-4,V2,33,321,330
733,Phi-4__V2__I034,Phi-4,V2,34,331,340
734,Phi-4__V2__I035,Phi-4,V2,35,341,350
735,Phi-4__V2__I036,Phi-4,V2,36,351,360
736,Phi-4__V2__I037,Phi-4,V2,37,361,370
737,Phi-4__V2__I038,Phi-4,V2,38,371,380
738,Phi-4__V2__I039,Phi-4,V2,39,381,390
739,Phi-4__V2__I040,Phi-4,V2,40,391,400
740,Phi-4__V2__I041,Phi-4,V2,41,401,410
741,Phi-4__V2__I042,Phi-4,V2,42,411,420
742,Phi-4__V2__I043,Phi-4,V2,43,421,430
743,Phi-4__V2__I044,Phi-4,V2,44,431,440
744,Phi-4__V2__I045,Phi-4,V2,45,441,450
745,Phi-4__V2__I046,Phi-4,V2,46,451,460
746,Phi-4__V2__I047,Phi-4,V2,47,461,470
747,Phi-4__V2__I048,Phi-4,V2,48,471,480
748,Phi-4__V2__I049,Phi-4,V2,49,481,490
749,Phi-4__V2__I050,Phi-4,V2,50,491,500
750,Phi-4__V2__I051,Phi-4,V2,51,501,510
751,Phi-4__V2__I052,Phi-4,V2,52,511,520
752,Phi-4__V2__I053,Phi-4,V2,53,521,530
753,Phi-4__V2__I054,Phi-4,V2,54,531,540
754,Phi-4__V2__I055,Phi-4,V2,55,541,550
755,Phi-4__V2__I056,Phi-4,V2,56,551,560
756,Phi-4__V2__I057,Phi-4,V2,57,561,570
757,Phi-4__V2__I058,Phi-4,V2,58,571,580
758,Phi-4__V2__I059,Phi-4,V2,59,581,590
759,Phi-4__V2__I060,Phi-4,V2,60,591,600
760,Phi-4__V2__I061,Phi-4,V2,61,601,610
761,Phi-4__V2__I062,Phi-4,V2,62,611,620
762,Phi-4__V2__I063,Phi-4,V2,63,621,630
763,Phi-4__V2__I064,Phi-4,V2,64,631,640
764,Phi-4__V2__I065,Phi-4,V2,65,641,650
765,Phi-4__V2__I066,Phi-4,V2,66,651,660
766,Phi-4__V2__I067,Phi-4,V2,67,661,670
767,Phi-4__V2__I068,Phi-4,V2,68,671,680
768,Phi-4__V2__I069,Phi-4,V2,69,681,690
769,Phi-4__V2__I070,Phi-4,V2,70,691,700
770,Phi-4__V2__I071,Phi-4,V2,71,701,710
771,Phi-4__V2__I072,Phi-4,V2,72,711,720
772,Phi-4__V2__I073,Phi-4,V2,73,721,730
773,Phi-4__V2__I074,Phi-4,V2,74,731,740
774,Phi-4__V2__I075,Phi-4,V2,75,741,750
775,Phi-4__V2__I076,Phi-4,V2,76,751,760
776,Phi-4__V2__I077,Phi-4,V2,77,761,770
777,Phi-4__V2__I078,Phi-4,V2,78,771,780
778,Phi-4__V2__I079,Phi-4,V2,79,781,790
779,Phi-4__V2__I080,Phi-4,V2,80,791,800
780,Phi-4__V2__I081,Phi-4,V2,81,801,810
781,Phi-4__V2__I082,Phi-4,V2,82,811,820
782,Phi-4__V2__I083,Phi-4,V2,83,821,830
783,Phi-4__V2__I084,Phi-4,V2,84,831,840
784,Phi-4__V2__I085,Phi-4,V2,85,841,850
785,Phi-4__V2__I086,Phi-4,V2,86,851,860
786,Phi-4__V2__I087,Phi-4,V2,87,861,870
787,Phi-4__V2__I088,Phi-4,V2,88,871,880
788,Phi-4__V2__I089,Phi-4,V2,89,881,890
789,Phi-4__V2__I090,Phi-4,V2,90,891,900
790,Phi-4__V2__I091,Phi-4,V2,91,901,910
791,Phi-4__V2__I092,Phi-4,V2,92,911,920
792,Phi-4__V2__I093,Phi-4,V2,93,921,930
793,Phi-4__V2__I094,Phi-4,V2,94,931,940
794,Phi-4__V2__I095,Phi-4,V2,95,941,950
